	FCBH/DBS	ISO	Language	Year	description	exist_API	exist_BibleIS
3630	SWECHL	swe	Swedish	2008	Swedish Children's Illustrated Bible	False	False
3631	SWEIBS	swe	Swedish	1977	Swedish IBS Version (1977)	False	False
3632	SWEMOD	swe	Swedish	2000	Swedish Modern Translation	False	False
3633	SWENLB	swe	Swedish	2004	Swedish New Living Bible	False	False
3634	SWES17	swe	Swedish	1917	Swedish 1917 Swedish Bible	True	True
3635	SWESFB	swe	Swedish	1998	Swedish 1998 Stiftelsen Svenska Folkbibeln Version	True	True
3636	SWESFV	swe	Swedish	2015	2015 Stiftelsen Svenska Folkbibeln	True	True
3637	SWESWE	swe	Swedish	2015	Swedish Contemporary Bible	False	False
3638	SWEKAR73	swe	Swedish	1873	Svenska Karl XII:s Bibel (1873)	False	False
3639	DEUZRB	gsw	Schwyzerdütsch	1531	Zürich Bible	False	False
3640	DEUNZRB	gsw	Schwyzerdütsch	2007	New Zürich Bible	False	False
3641	SYLWBT	syl	Sylheti	1999	Sylheti New Testament (Bangla Script)	False	False
3642	SYLSYLO	syl	Sylheti	1999	Sylheti New Testament (Nagri Script) 	False	False
3643	SYLSYLR	syl	Sylheti	2014	Sylheti New Testament (Latin)	False	False
3644	SYRMBP	syr	Syriac	2002	Syriac (Assyrian) New Testament & Psalms (Modern)	False	False
3645	SYRMFB	syr	Syriac	1966	Syriac (Modern) Bible	False	False
3646	TAPWFW	tap	Taabwa	2006	The New Testament in Taabwa	True	True
3647	ZATWBT	zat	Tabaa Zapotec	2012	Zapoteco de Tabaa New Testament, Psalms	False	False
3648	TBYLAI	tby	Tabaru	2008	Tabaru Today's Tabaru Version, 2008	True	True
3649	CHFTBL	chf	Tabasco Chontal	1977	Tabasco Chontal 1977 Edition	True	True
3650	TABIBT	tab	Tabassaran	2010	New Testament and Old Testament Portions	True	True
3651	KNVARA	knv	Tabo	2006	Tabo Aramia Dialect Version	False	False
3652	KNVPNG	knv	Tabo	2006	Tabo Fly River Dialect Version	True	True
3653	TNATBL	tna	Tacana		2009 Edition	True	True
3654	TNAWBT	tna	Tacana	1981	The New Testament in Tacana (1981)	False	False
3655	SHIARB	shi	Tachelhit		Sous-Berber New Testament (Arabic Script)	False	False
3656	SHILAT	shi	Tachelhit		Sous-Berber New Testament (Latin Script)	False	False
3657	SHIRBD	shi	Tachelhit	1998	United Bible Society Version	True	True
3658	TDYOMF	tdy	Tadyawan	2015	Tadyawan Overseas Missionary Fellowship Version	False	False
3659	BGSWBT	bgs	Tagabawa	2004	The New Testament in Tagabawa	False	False
3660	TGLABS	tgl	Tagalog	2013	Tagalog Catholic Bible	False	False
3661	TGLBFL	tgl	Tagalog	1978	The Bible in Filipino	False	False
3662	TGLFSV	tgl	Tagalog	2009	Filipino Standard Version	False	False
3663	TGLMBB	tgl	Tagalog	2005	Tagalog Popular Version	False	False
3664	TGLNFV	tgl	Tagalog	1986	New Filipino Version	False	False
3665	TGLPBS	tgl	Tagalog	1980	Tagalog New Testament	True	True
3666	TGLRSV	tgl	Tagalog	2005	The New Bible	False	False
3667	TGLTAB	tgl	Tagalog	1905	The Old Bible	True	True
3668	TGLTPV	tgl	Tagalog	2005	Today's Philippine Version	False	False
3669	TGLWOG	tgl	Tagalog	1998	The Word of God	False	False
3670	TGWTGW	tgw	Tagwana Senoufo	2010	Tagbana Bible 2010	False	False
3671	TAWTNT	taw	Tai	2013	Madang Province Tay New Testament	False	False
3672	BLTBLT	blt	Tai Dam	2013	Tai Dam New Testament (2013)	False	False
3673	BLTEPI	blt	Tai Dam		2013 Edition	True	True
3674	BLTN13	blt	Tai Dam	1986	The Baccam Tai Dam Bible	False	False
3675	DAVDAV	dav	Taita	1998	Taita Bible	False	False
3676	TGKCHI	tgk	Tajiki	1994	Tajik Children's Bible	False	False
3677	TGKCIL	tgk	Tajiki	2005	Tajik Children's Bible (Illustrated)	False	False
3678	TGKIBT	tgk	Tajiki	2010	Portions of the Bible in Tajik	True	True
3679	TGKTCB	tgk	Tajiki	1999	The Complete Bible in the Tajiki Language	False	False
3680	TGKTNT	tgk	Tajiki	1993	The New Testament in the Tajik Language	False	False
3681	TBCPNG	tbc	Takia	1999	Takia 1999 Edition	True	True
3682	NHOTCT	nho	Takuu	2009	The New Testament in the Takuu language	True	True
3683	TKEWBT	tke	Takwane	2009	The New Testament in Takwane	False	False
3684	TLJWBT	tlj	Talinga-Bwisi	2017	Talinga-Bwisi New Testament	True	True
3685	TMHTNT	tmh	Tamashek	2008	Tuareg Tamajeq-Berber	False	False
3686	TAQWBT	taq	Tamasheq	2003	Tamasheq 2003 Edition	True	True
3687	TAMCLV	tam	Tamil	1995	Tamil Common Language Bible	False	False
3688	TAMNNT	tam	Tamil	1990	Tamil New Testament	False	False
3689	TAMOTB	tam	Tamil	2017	Tamil Bible	False	False
3690	TAMTOV	tam	Tamil	1914	Tamil Old Version	False	False
3691	TAMWTC	tam	Tamil	2008	Tamil Easy-to-Read Version	False	False
3692	TCVOVV	tam	Tamil		Old Version	False	False
3693	TPMWBT	tpm	Tampulma	1999	Tampulma 1999 Edition	True	True
3694	TPMTMPNT	tpm	Tampulma	1993	The New Testament in the Tampula language	False	False
3695	NMFAGA	nmf	Tangkhul Naga	2014	The New Testament in Tangkhul Naga	False	False
3696	TGPWBT	tgp	Tangoa	2009	The New Testament in Tangoa	True	True
3697	TNCBLI	tnc	Tanimuca-Retuarã	2013	New Testament Portions in Letuama	False	False
3698	TZASLS	tza	Tanzanian Sign Language	2014	Tanzanian Sign Language Bible Portions	False	False
3699	TROBSI	tro	Tarao Naga	2017	The New Testament in Tarao Naga	False	False
3700	RIFARB	rif	Tarifit	2009	Tarifit (Rif-Berber) New Testament (Arabic)	False	False
3701	RIFLAT	rif	Tarifit	2009	Tarifit (Rif-Berber) Latin New Testament	False	False
3702	RIFOLD	rif	Tarifit	2014	Rif-Berber Old Testament (Latin)	False	False
3703	RIFRIF	rif	Tarifit	2009	Tarifit (Rif-Berber) New Testament	False	False
3704	CTACFB	cta	Tataltepec Chatino	1981	The Bible in Chatino, Tataltepec	False	False
3705	TATIBT	tat	Tatar	2001	New Testament in Tatar	False	False
3706	TAVWBT	tav	Tatuyo	2009	Tatuyo 2009 Edition	True	True
3707	TPAMRK	tpa	Taupota	2010	The Gospel of Mark in Taupota	False	False
3708	TSGWBT	tsg	Tausug	1999	The New Tetsament in Tausug	False	False
3709	TBOWBT	tbo	Tawala	1985	Tawala 1985 Edition	True	True
3710	TTQANT	ttq	Tawallammat Tamajaq	2014	Tawallammat Tamajaq New Testament	False	False
3711	TTQLNT	ttq	Tawallammat Tamajaq	2014	Tawallammat Tamajaq New Testament (Latin Script)	False	False
3712	THZAIR	thz	Tayart Tamajeq	2005	Air (Tayert) Tuareg Gospel of John	False	False
3713	TBLWBT	tbl	Tboli	2007	The New Testament in Tboli	False	False
3714	CTDBIV	ctd	Tedim Chin	2014	Zokam Standard Version	True	True
3715	CTDCLB	ctd	Tedim Chin	2010	Common Language Version	False	False
3716	CTDSZK	ctd	Tedim Chin	2002	Common Language (Sizang Kam Dialect)	False	False
3717	CTDZIV	ctd	Tedim Chin		1994 Zokam International Version	True	True
3718	TTCWBT	ttc	Tektiteko	2003	Tektiteko 2003 Edition	True	True
3719	TLFWBT	tlf	Telefol	1988	Telefol 1988 Edition	True	True
3720	TCWOVV	tel	Telugu	1996	Old Version	False	False
3721	TELBOV	tel	Telugu	1990	Telugu Bible OV	False	False
3722	TELN60	tel	Telugu	1860	Telugu New Testament (1860)	False	False
3723	TELOTB	tel	Telugu	2017	Telugu Bible	False	False
3724	TELWTC	tel	Telugu	1992	Telugu Easy to Read Version	False	False
3725	KDHKDH	kdh	Tem	2015	Tem Bible	False	False
3726	TBTPTB	tbt	Tembo	2016	Tembo Bible	False	False
3727	TBTWBT	tbt	Tembo	2018	2017 Edition	True	True
3728	QUWHLE	quw	Tena Lowland Quichua	1982	Tena Lowland Quichua 1982 Revision	True	True
3729	OTNWBT	otn	Tenango Otomi	1975	The New Testament in Otomi, Tenango	False	False
3730	PAHTBL	pah	Tenharim	1996	Tenharim 1996 Edition	True	True
3731	CNTTBL	cnt	Tepetotutla Chinantec	1994	Tepetotutla Chinantec 1994 Edition	True	True
3732	CUXCFB	cux	Tepeuxila Cuicatec	1974	The Bible in Cuicatec, Tepeuxila	False	False
3733	TEDWBT	ted	Tepo Krumen	2014	The New Testament in Tepo Krumen	False	False
3734	TEDWYI	ted	Tepo Krumen		1995 Edition	True	True
3735	TTRIBT	ttr	Tera		2001 Edition	True	True
3736	TERTBL	ter	Terêna	1994	Tereno 1994 Edition	True	True
3737	TFRWBT	tfr	Teribe	2008	Teribe 2008 Edition	True	True
3738	TWULAI	twu	Termanu	2004	Termanu Today's Rote Version, 2004	True	True
3739	TEOBSU	teo	Teso	1961	Teso 1961 Edition	True	True
3740	TLLOTE	tll	Tetela	2016	Otetela New 1993 Edition	False	False
3741	NHGWBT	nhg	Tetelcingo Nahuatl	1980	The New Testament in Tetelcingo Nahuatl	False	False
3742	TETTET	tet	Tetun	2013	God's Word in Tetun	False	False
3743	TDTUBB	tdt	Tetun Dili	2016	Genesis and the New Testament in Tetun Dili	False	False
3744	CUTWBT	cut	Teutila Cuicatec	1972	Cuicateco de Teutila New Testament	False	False
3745	TEWBDV	tew	Tewa	1984	Bible Portions in Tewa	False	False
3746	ZPZTBL	zpz	Texmelucan Zapotec	2004	Texmelucan Zapotec 2004 Edition	True	True
3747	MXBMVR	mxb	Tezoatlán Mixtec	2006	Mixtec de Tezoatlan 2006 Edition	True	True
3748	THAERV	tha	Thai	2006	Thai Easy to Read Version	False	False
3749	THAKJV	tha	Thai	2003	Thai King James Version	True	True
3750	THANCB	tha	Thai	2007	Thai New Contemporary Bible	False	False
3751	THATBS	tha	Thai	1971	The Bible in Thai, 1971 Version	False	False
3752	THATSV	tha	Thai	2011	Thai Standard Version	True	True
3753	THKBTL	thk	Tharaka	2002	Tharaka 2002 Edition	True	True
3754	BODCTV	bod	Central Tibetan	2015	Central Tibetan Bible	False	False
3755	BODNTB	bod	Central Tibetan	2018	New Tibetan Bible	False	False
3756	BODTBB	bod	Central Tibetan	1948	Tibetan Old Version Bible	False	False
3757	TCAPER	tca	Ticuna	1986	Ticuna 1986 Edition	False	False
3758	TCATBL	tca	Ticuna	1986	Ticuna 1986 Edition	True	True
3759	TIFWBT	tif	Tifal	1998	The New Testament in Tifal	False	False
3760	TIRTBI	tir	Tigrigna	1991	Tigrinya Common Language Bible	False	False
3761	TXQUBB	txq	Tii	2011	Genesis and the New Testament in Rote Tii	False	False
3762	TIKWYI	tik	Tikar	1989	Tikar 1989 Edition	True	True
3763	TIMTBL	tim	Timbe	1987	The New Testament in Timbe	False	False
3764	TIMWBT	tim	Timbe		1987 Edition	True	True
3765	TEMBSL	tem	Themne	2010	Temne BSSL Version	True	True
3766	TIHBSM	tih	Timugon Murut		2013 Edition	True	True
3767	TIHTMT	tih	Timugon Murut	2013	The Bible in Timugon Murut	False	False
3768	TIHTNT	tih	Timugon Murut	1998	The New Testament in Timugon Murut	False	False
3769	LBFFBI	lbf	Tinani	2017	Lahauli Bible	False	False
3770	TPZWBT	tpz	Tinputz	2004	Tinputz 2005 Edition	True	True
3771	TIYWBT	tiy	Tiruray	2002	The New Testament in Tiruray	False	False
3772	TIVB64	tiv	Tiv	1964	The Bible in Tiv 1964 Edition	False	False
3773	TIVB92	tiv	Tiv	1992	The Bible in Tiv 1992 Edition	False	False
3774	TPTTBL	tpt	Tlachichilco Tepehua	2004	Tlachichilco Tepehua 2004 Edition	True	True
3775	MXPWBT	mxp	Tlahuitoltepec Mixe	1987	Tlahuitoltepec Mixe New Testament	False	False
3776	NUZNTP	nuz	Tlamacazapa Nahuatl	2004	New Testament Portions in Nahuatl, Tlamacazapa	False	False
3777	TLIIMT	tli	Tlingit	1859	The Gospel of Matthew	False	False
3778	TLIJHN	tli	Tlingit	1969	The Gospel of John	False	False
3779	TLIOTS	tli	Tlingit	1963	The Brass serpent and other stories	False	False
3780	TQOTQO	tqo	Toaripi	1983	Toaripi New Testament (1983)	False	False
3781	TOBBSA	tob	Toba	2012	Toba Qom Bible (2012)	True	True
3782	TOBLNL	tob	Toba	2004	The Bible in Toba (2004)	False	False
3783	TNGUBS	tng	Tobanga	1978	Tobanga New Testament	True	True
3784	TLBLAI	tlb	Tobelo	2002	Tobelo 2002 Edition	True	True
3785	OODTBL	ood	Tohono O'odham	1975	Tohono O'odham 1975 Edition	False	False
3786	TOJWBT	toj	Tojolabal	1972	The New Testament in Tojolabal	False	False
3787	TPIPNG	tpi	Tok Pisin	1989	Tok Pisin 1989 Edition	True	True
3788	JICWBT	jic	Tol	2008	Tol 2008 Edition	True	True
3789	TODIBT	tod	Toma	2011	New Testament in Toma	False	False
3790	TODPBT	tod	Toma	1961	God's Book in Toma	False	False
3791	TXATBL	txa	Tombonuwo	2002	Tombonuo 2002 Edition	True	True
3792	TOGTBN	tog	Tonga	1849	New Testament in Tonga (Nyasa)	False	False
3793	TONBAX	ton	Tongan	2014	Tongan Bible (Revised West Version)	False	False
3794	TONBSP	ton	Tongan		BSP Version	True	True
3795	TONBSS	ton	Tongan	2011	Tongan Contemporary New Testament	False	False
3796	TOI996	toi	Tonga	1996	The Bible in Tonga 1996 Edition	False	False
3797	TOIZBS	toi	Tonga	1963	The Bible in Tonga 1963 Edition	False	False
3798	SDALAI	sda	Toraja-Sa'dan	2009	Toraja-Sa'dan 2009 Edition	True	True
3799	DTSABM	dts	Toro So Dogon	1995	Toro So Dogon 1995 Edition	True	True
3800	TCSBSAU	tcs	Torres Strait Creole	2014	Yumplatok Bible	False	False
3801	ALBBIB	als	Tosk Albanian	1994	Albanian Bible (King James Version)	False	False
3802	ALSABV	als	Tosk Albanian		Albanian Bible Version	True	True
3803	ALSB55	als	Tosk Albanian	1555	The Buzuku Translations	False	False
3804	ALSBSA	als	Tosk Albanian		Interconfessional Version	True	True
3805	ALSCHC	als	Tosk Albanian	2000	CHC Version	False	False
3806	ALSE61	als	Tosk Albanian	1761	Elbasan Gospel Manuscript	False	False
3807	ALSETC	als	Tosk Albanian	2003	Etches translation	False	False
3808	ALSIVT	als	Tosk Albanian	2007	Interconfessional Version	False	False
3809	ALSK84	als	Tosk Albanian	1884	Kristoforidhi Translations	False	False
3810	ALSLPF	als	Tosk Albanian	1996	Lea Plumbi-Frenzcke Version	False	False
3811	ALSM27	als	Tosk Albanian	1827	Meksi Translation	False	False
3812	ALSSHQ	als	Tosk Albanian	1994	ABS Version	False	False
3813	ALSSKB	als	Tosk Albanian	2011	Albanian Shorter Kristensen Bible	False	False
3814	MTOTBL	mto	Totontepec Mixe		1990 Edition	True	True
3815	MTOWBT	mto	Totontepec Mixe	1987	The New Testament in Mixe, Totontepec	False	False
3816	NEBWYI	neb	Toura	2004	Toura (Côte d’Ivoire) 2004 Edition	True	True
3817	TRNNTM	trn	Trinitario	2002	Trinitario 2002 Edition	True	True
3818	TRIUFM	tri	Trió	2014	Trio New Testament (2014)	True	True
3819	TRIUFM2	tri	Trió	2004	Trio New Testament (2004)	False	False
3820	TKRIBT	tkr	Tsakhur	2005	Portions of the Bible in Tsakhur	False	False
3821	KDLWBT	kdl	Tsikimba	2010	New Testament in Tsikimba	False	False
3822	CASNTM	cas	Tsimané	1997	Tsimané New Tribes Mission	True	True
3823	TSIJHN	tsi	Tsimshian	1889	The Gospel of John	False	False
3824	TSILUK	tsi	Tsimshian	1887	The Gospel of Luke	False	False
3825	TSIMAT	tsi	Tsimshian	1885	The Gospel of Matthew	False	False
3826	TSIMRK	tsi	Tsimshian	1887	The Gospel of Mark	False	False
3827	TSISNT	tsi	Tsimshian	1898	Selected Books from the New Testament	False	False
3828	TSWWBT	tsw	Tsishingini	2011	New Testament in Tsishingini	False	False
3829	TSVBSG	tsv	Tsogo	2018	1983 Edition	True	False
3830	TSOMLT	tso	Tsonga	2018	Mahungu Lamanene Testamente Leyintshwa	False	False
3831	TSOREV	tso	Tsonga	2012	Tsonga Bible Revised 2012	False	False
3832	TSOT89	tso	Tsonga	1989	Tsonga Bible 1989	False	False
3833	TSCBSM	tsc	Tswa	1972	1972 Edition	True	True
3834	TSCTBN	tsc	Tswa	2004	New Testament in Tswa (2004)	False	False
3835	TSCTSC	tsc	Tswa	1972	Xitshwa New Testament (1972)	False	False
3836	TSNB87	tsn	Tswana	1987	Setswana Bible	False	False
3837	TSNSAF	tsn	Tswana	2018	2004 Edition	False	False
3838	TSNSCN	tsn	Tswana	1908	Setswana Central Bible (New Orthography)	False	False
3839	TSNSCO	tsn	Tswana	1908	Setswana Central Bible (Old Orthography)	False	False
3840	TSNTNT	tsn	Tswana	1970	Tswana New Testament	False	False
3841	TSNTSN	tsn	Tswana	1993	Tswana New Testament	False	False
3842	TUOTBL	tuo	Tucano	2004	Tucano 2004 Edition (Brazil)	False	False
3843	TUOWBT	tuo	Tucano	2005	Tucano 2005 Edition (Colombia)	True	True
3844	IOUTBL	iou	Tuma-Irumu	2011	Tuma-Irumu 2011 Edition	False	False
3845	TMCBIV	tmc	Tumak	1988	Tumak New Testament	True	True
3846	TUMBSM	tum	Tumbuka	2002	Chitumbuka New Testament (2002)	False	False
3847	TUWBSM	tum	Tumbuka	1987	Tumbuka Bible Mazgu ya Chiuta 2002	True	True
3848	SILGIL	sil	Tumulung Sisaala	1984	Tumulung Sisaala 1984 Edition	True	True
3849	LCMPNG	lcm	Tungag	2011	Tungag 2011 Edition	True	True
3850	AEBANT	aeb	Tunisian Spoken Arabic	2011	Tunisian Arabic New Testament	False	False
3851	TUIABC	tui	Tupuri	2006	Tupuri 2004 Edition	True	True
3852	TUVTUV	tuv	Turkana	2000	Turkana 2001 Edition	False	False
3853	TURBLI	tur	Turkish	2012	Halk Dilinde 2012	False	False
3854	TURBST	tur	Turkish	2008	New Turkish Translation	False	False
3855	TURNVS	tur	Turkish	1994	Turkish Good News Version	False	False
3856	TURPRV	tur	Turkish	1902	The Book of Proverbs in Turkish	False	False
3857	TURTBS	tur	Turkish	2009	Turkish Kutsal Kitap Bible	False	False
3858	TUKC02	tuk	Turkmen	2002	Turkmen New Testament (Cyrillic)	False	False
3859	TUKC13	tuk	Turkmen	2013	Turkmen 2013 Bible (Cyrillic Script)	False	False
3860	TUKIBT	tuk	Turkmen	2016	Turkish Bible (2016)	True	True
3861	TUKL02	tuk	Turkmen	2002	Turkmen New Testament (Latin)	False	False
3862	TUKL13	tuk	Turkmen	2013	Turkmen 2013 Bible (Latin Script)	False	False
3863	TUKTKMIR	tuk	Turkmen	2018	Iranian Turkmen	False	False
3864	TYVIBT	tyv	Tuvin	2011	Tuvinian 2011 Edition	True	True
3865	IFKTBL	ifk	Tuwali Ifugao	2004	Tuwali Ifugao 2004 Edition	True	True
3866	BOVWBT	bov	Tuwuli	2008	Tuwuli 2008 Edition	True	True
3867	TUEWBT	tue	Tuyuca	2004	Tuyuca 2004 Edition	True	True
3868	KCGWBT	kcg	Tyap	2015	The New Testament in Tyap	True	True
3869	TZJAEM	tzj	Eastern Tzutujil		AEM Version	False	False
3870	TZJEAS	tzj	Eastern Tzutujil	2010	New Testament in Tz'utujil Eastern	False	False
3871	TZJIBS	tzj	Eastern Tzutujil		1992 Edition	True	True
3872	TZJWES	tzj	Eastern Tzutujil	1992	Tz'utujil 1992 Edition	False	False
3873	TZJWYI	tzj	Eastern Tzutujil		1992 Edition	True	True
3874	TZETOT	tzh	Oxchuc Tzeltal	2001	Tzeltal de Oxchuc y Tenejapa 2001 Edition	False	False
3875	TZHBSM	tzb	Bachajón Tzeltal	2006	Tzeltal Bachajón 2006 Edition	False	False
3876	TZCWBT	tzo	Venustiano Carranza Tzotzil	1988	The New Testament in Tzotzil de Chamula	False	False
3877	TZEWBT	tzo	Venustiano Carranza Tzotzil	1981	The New Testament in Tzotzil de Chenalho	False	False
3878	TZOSAN	tzo	Venustiano Carranza Tzotzil	1983	New Testament in Tzotzil San Andres	False	False
3879	TZOWBT	tzo	Venustiano Carranza Tzotzil	2002	The New Testament in Tzotzil de Huixtan	False	False
3880	TZOZIN	tzo	Venustiano Carranza Tzotzil	2009	New Testament in Tzotzil Zinacantan	False	False
3881	TZTIBS	tzo	Venustiano Carranza Tzotzil	1990	Tzutujil, Western 1990 Edition	True	True
3882	TZTWBT	tzo	Venustiano Carranza Tzotzil	2008	2008 Edition	True	True
3883	TZOCHM	tzc	Chamula Tzotzil	2000	Tzotzil de Chamula 2000 Edition	False	False
3884	TZOCHN	tzc	Chamula Tzotzil	1997	Tzotzil de Chenalhó 1997 Edition	False	False
3885	TZESBM	tze	Chenalhó Tzotzil		1997 Edition	True	True
3886	TYZPBT	tyz	Tày		Tay New Testament	False	False
3887	AOZLAI	aoz	Uab Meto	2000	Uab Meto 2000 Edition	True	True
3888	KSJWBT	ksj	Uare	2017	Bible Portions in Uare	False	False
3889	UBRTBL	ubr	Ubir	2011	Ubir New Testament and Genesis	True	True
3890	CPBWBT	cpb	Ucayali-Yurúa Ashéninka	2012	Ucayali-Yura Ashninka New Testament	True	True
3891	UDMIBT	udm	Udmurt	2016	Udmurt New Testament	True	True
3892	UDUSIM	udu	Uduk	2007	Uduk 2007 Edition	True	True
3893	UGNSLS	ugn	Ugandan Sign Language	2014	Ugandan Sign Language BIble Portions	False	False
3894	UIGKGR	uig	Uyghur	1950	Eastern Turki Kasiigar Bible	False	False
3895	UIGUMK	uig	Uyghur	2005	The New Testament in Modern Uyghur	True	True
3896	UKRBLI	ukr	Ukrainian	2014	Ukrainian Easy to Read Bible	False	False
3897	UKRKNT	ukr	Ukrainian	1871	Ukrainian Kulish New Testament	False	False
3898	UKRN30	ukr	Ukrainian	1930	Ohienko Bible (1930)	False	False
3899	UKRN39	ukr	Ukrainian	1939	Ohienko New Testament and Psalms	False	False
3900	UKRO30	ukr	Ukrainian	1962	Ukrainian 1930 Bible	True	True
3901	PPKLAI	ppk	Uma	1996	Uma 1996 Edition	True	True
3902	GDNPNG	gdn	Umanakaina	1999	Umanakaina 1999 Edition	True	True
3903	UBUAND	ubu	Umbu-Ungu		1998 Edition	True	True
3904	UBUKAL	ubu	Umbu-Ungu	1995	Kala Umbu-Ungu New Testament	False	False
3905	UBUNPG	ubu	Umbu-Ungu	1995	No Penge Umbu-Ungu New Testament	False	False
3906	UBUU98	ubu	Umbu-Ungu	1998	Andelale Umbu-Ungu New Testament	False	False
3907	UBUUBU	ubu	Umbu-Ungu	1995	The New Testament in Umbu-Ungu	False	False
3908	UMBU63	umb	Umbundu	1963	Umbundu Bible (1963)	False	False
3909	DUEDUE	due	Umiray Dumaget Agta	1977	Umiray Dumaget Agta New Testament	False	False
3910	DUEWBT	due	Umiray Dumaget Agta		WBT Version	True	True
3911	MTGMTG	mtg	Una	2007	The Bible in Una	False	False
3912	UNMJ18	unm	Unami	1818	Epistles of John	False	False
3913	UNMGOS06	unm	Unami	1806	Harmony of The Gospels	False	False
3914	UNMGOS21	unm	Unami	1821	Harmony of The Gospels	False	False
3915	POVFUL	pov	Upper Guinea Crioulo	1999	1989 Edition	False	False
3916	TKUWBT	tku	Totonac, Upper Necaxa	1999	New Testament in Totonac, Upper Necaxa	False	False
3917	TAUBNT	tau	Upper Tanana	1972	Books of the New Testament	False	False
3918	URKTBS	urk	Urak Lawoi'	1998	Urak Lawoi' 1998 Edition	True	True
3919	URATBL	ura	Urarina	2006	Urarina 2006 Edition	True	True
3920	URTWBT	urt	Urat	2016	The New Testament in Urat	False	False
3921	URDBSI	urd	Urdu	2003	Urdu Old Version	False	False
3922	URDBSP	urd	Urdu	2011	Urdu Bible Society Version (for Pakistan)	False	False
3923	URDGEO	urd	Urdu	2010	Urdu Geo Version (UGV)	False	False
